Date,Period,number1,number2,number3,sale_amount,reward ratio
2015-07-02,2015176,7,7,3,"42,702,346", 85.59%
2015-07-01,2015175,7,4,3,"41,414,308", 70.57%
2015-06-30,2015174,5,0,3,"41,829,996", 52.62%
2015-06-29,2015173,4,9,8,"41,619,678", 84.67%
2015-06-28,2015172,8,6,4,"41,154,850", 50.35%
2015-06-27,2015171,6,7,2,"39,363,482", 61.24%
2015-06-26,2015170,3,1,3,"41,814,534", 32.31%
2015-06-25,2015169,5,1,1,"43,280,382", 31.90%
2015-06-24,2015168,3,0,6,"42,316,082", 46.98%
2015-06-23,2015167,6,0,1,"41,533,716", 48.83%
2015-06-22,2015166,1,8,9,"38,306,072", 55.95%
2015-06-21,2015165,5,6,7,"38,986,494", 102.09%
2015-06-20,2015164,1,3,3,"36,666,482", 31.30%
2015-06-19,2015163,0,3,0,"44,666,130", 42.96%
2015-06-18,2015162,0,3,9,"44,439,488", 37.34%
2015-06-17,2015161,8,2,3,"43,753,284", 56.10%
2015-06-16,2015160,2,9,7,"43,450,898", 37.12%
2015-06-15,2015159,8,4,7,"42,502,270", 36.52%
2015-06-14,2015158,0,3,7,"38,333,490", 35.75%
2015-06-13,2015157,2,2,2,"41,704,158", 131.22%
2015-06-12,2015156,8,2,7,"43,228,942", 44.57%
2015-06-11,2015155,1,8,8,"42,453,962", 46.06%
2015-06-10,2015154,4,1,1,"43,519,092", 25.61%
2015-06-09,2015153,4,5,1,"43,463,508", 33.94%
2015-06-08,2015152,6,6,0,"43,727,024", 61.92%
2015-06-07,2015151,4,3,0,"43,189,930", 27.85%
2015-06-06,2015150,2,7,5,"40,212,600", 96.15%
2015-06-05,2015149,0,2,2,"42,845,120", 25.83%
2015-06-04,2015148,7,5,0,"43,834,610", 57.09%
2015-06-03,2015147,3,3,1,"44,354,272", 43.51%
2015-06-02,2015146,4,6,1,"43,979,968", 43.66%
2015-06-01,2015145,1,9,7,"41,867,518", 53.86%
2015-05-31,2015144,9,8,0,"41,242,580", 56.44%
2015-05-30,2015143,8,8,0,"41,583,884", 32.23%
2015-05-29,2015142,3,6,0,"43,865,508", 47.77%
2015-05-28,2015141,8,1,2,"44,561,600", 26.79%
2015-05-27,2015140,7,5,5,"43,259,124", 39.46%
2015-05-26,2015139,3,3,9,"44,678,332", 41.30%
2015-05-25,2015138,1,8,2,"43,161,482", 81.36%
2015-05-24,2015137,2,3,9,"43,312,828", 44.99%
2015-05-23,2015136,3,7,8,"39,945,484", 81.52%
2015-05-22,2015135,2,3,1,"43,203,748", 35.97%
2015-05-21,2015134,6,6,1,"41,296,824", 32.30%
2015-05-20,2015133,0,0,1,"46,927,936", 18.02%
2015-05-19,2015132,6,8,5,"45,885,386", 44.58%
2015-05-18,2015131,4,7,1,"44,319,736", 114.30%
2015-05-17,2015130,2,1,8,"43,220,828", 48.32%
2015-05-16,2015129,0,5,5,"41,602,500", 36.29%
2015-05-15,2015128,3,1,3,"45,536,566", 55.08%
2015-05-14,2015127,0,9,7,"47,210,360", 49.85%
2015-05-13,2015126,9,7,1,"45,281,694", 29.97%
2015-05-12,2015125,2,5,9,"44,029,720", 52.21%
2015-05-11,2015124,5,9,9,"44,177,644", 20.57%
2015-05-10,2015123,2,4,0,"45,210,032", 18.10%
2015-05-09,2015122,2,7,4,"43,836,776", 40.01%
2015-05-08,2015121,2,2,7,"48,333,516", 46.06%
2015-05-07,2015120,7,8,4,"46,512,272", 74.80%
2015-05-06,2015119,0,7,9,"47,030,176", 35.05%
2015-05-05,2015118,6,0,7,"47,301,152", 120.31%
2015-05-04,2015117,7,1,6,"47,307,612", 82.88%
2015-05-03,2015116,7,7,1,"46,162,620", 50.35%
2015-05-02,2015115,5,9,8,"43,143,772", 46.13%
2015-05-01,2015114,8,4,4,"41,920,354", 29.16%
2015-04-30,2015113,4,0,5,"46,792,816", 31.24%
2015-04-29,2015112,4,5,1,"48,326,668", 21.46%
2015-04-28,2015111,8,7,1,"46,770,614", 36.40%
2015-04-27,2015110,9,8,8,"46,508,646", 39.25%
2015-04-26,2015109,4,7,4,"46,639,354", 40.79%
2015-04-25,2015108,7,5,8,"45,858,280", 60.49%
2015-04-24,2015107,4,1,5,"47,870,438", 86.65%
2015-04-23,2015106,2,4,1,"47,984,092", 32.54%
2015-04-22,2015105,1,3,9,"47,252,172", 52.23%
2015-04-21,2015104,6,7,4,"47,422,588", 30.16%
2015-04-20,2015103,7,7,6,"46,913,094", 40.03%
2015-04-19,2015102,9,3,6,"45,473,622", 69.19%
2015-04-18,2015101,4,3,8,"42,888,376", 100.62%
2015-04-17,2015100,8,8,7,"46,966,298", 38.54%
2015-04-16,2015099,3,2,6,"47,604,268", 53.16%
2015-04-15,2015098,3,0,9,"49,096,376", 54.98%
2015-04-14,2015097,2,6,8,"45,855,560", 55.04%
2015-04-13,2015096,7,9,6,"47,564,514", 23.15%
2015-04-12,2015095,7,4,6,"43,384,886", 69.41%
2015-04-11,2015094,5,6,5,"45,586,904", 27.65%
2015-04-10,2015093,3,6,7,"47,940,836", 37.40%
2015-04-09,2015092,6,3,4,"45,528,284", 49.51%
2015-04-08,2015091,3,4,9,"45,105,812", 45.53%
2015-04-07,2015090,8,9,9,"46,051,110", 39.63%
2015-04-06,2015089,8,3,6,"41,742,746", 122.78%
2015-04-05,2015088,9,5,5,"43,286,110", 38.76%
2015-04-04,2015087,3,1,4,"42,400,492", 45.88%
2015-04-03,2015086,4,7,2,"51,102,492", 34.73%
2015-04-02,2015085,9,4,7,"44,787,182", 65.30%
2015-04-01,2015084,7,1,8,"47,715,306", 22.12%
2015-03-31,2015083,1,7,8,"45,361,248", 111.12%
2015-03-30,2015082,0,6,9,"46,106,638", 54.84%
2015-03-29,2015081,2,2,4,"44,000,686", 32.62%
2015-03-28,2015080,8,1,0,"42,557,370", 37.83%
2015-03-27,2015079,6,2,2,"45,574,610", 28.65%
2015-03-26,2015078,4,9,1,"45,929,990", 53.22%
2015-03-25,2015077,3,0,1,"45,250,422", 29.27%
2015-03-24,2015076,2,8,8,"46,972,798", 35.11%
2015-03-23,2015075,4,9,0,"46,331,494", 62.67%
2015-03-22,2015074,8,4,0,"47,772,670", 30.82%
2015-03-21,2015073,6,8,0,"43,847,292", 48.73%
2015-03-20,2015072,5,6,1,"46,638,822", 129.28%
2015-03-19,2015071,8,0,7,"47,376,048", 62.65%
2015-03-18,2015070,1,9,6,"45,881,580", 53.25%
2015-03-17,2015069,1,5,8,"44,861,266", 63.96%
2015-03-16,2015068,7,5,7,"44,329,286", 38.09%
2015-03-15,2015067,4,4,2,"42,858,374", 38.46%
2015-03-14,2015066,6,8,8,"41,863,006", 46.68%
2015-03-13,2015065,7,9,9,"46,189,722", 31.01%
2015-03-12,2015064,3,6,8,"44,249,182", 99.33%
2015-03-11,2015063,5,4,7,"45,371,472", 55.17%
2015-03-10,2015062,8,2,7,"42,617,306", 57.41%
2015-03-09,2015061,2,8,5,"41,148,488", 57.33%
2015-03-08,2015060,6,4,0,"39,901,920", 32.32%
2015-03-07,2015059,8,8,9,"42,254,112", 42.93%
2015-03-06,2015058,5,6,9,"41,675,758", 93.70%
2015-03-05,2015057,8,5,6,"39,611,628", 89.42%
2015-03-04,2015056,7,8,3,"39,377,714", 97.68%
2015-03-03,2015055,4,6,4,"39,988,896", 38.02%
2015-03-02,2015054,3,9,5,"38,054,136", 36.91%
2015-03-01,2015053,6,2,2,"38,631,400", 46.62%
2015-02-28,2015052,1,9,7,"38,963,316", 33.09%
2015-02-27,2015051,1,6,3,"39,256,502", 30.03%
2015-02-26,2015050,6,8,3,"37,250,176", 50.07%
2015-02-25,2015049,0,4,3,"33,739,650", 29.05%
2015-02-17,2015048,4,7,2,"38,984,002", 54.64%
2015-02-16,2015047,7,9,9,"41,979,436", 30.56%
2015-02-15,2015046,6,3,6,"45,476,874", 26.77%
2015-02-14,2015045,6,5,6,"46,120,772", 28.50%
2015-02-13,2015044,8,6,1,"47,861,374", 49.68%
2015-02-12,2015043,2,2,4,"49,707,152", 46.15%
2015-02-11,2015042,5,2,1,"48,338,098", 71.13%
2015-02-10,2015041,7,9,4,"48,684,334", 43.80%
2015-02-09,2015040,0,7,6,"46,847,258", 26.41%
2015-02-08,2015039,0,9,4,"52,292,128", 22.41%
2015-02-07,2015038,0,4,3,"47,290,592", 29.77%
2015-02-06,2015037,8,3,3,"54,291,308", 59.05%
2015-02-05,2015036,2,7,5,"47,797,202", 50.98%
2015-02-04,2015035,7,4,4,"51,732,834", 27.22%
2015-02-03,2015034,1,7,8,"48,805,874", 31.88%
2015-02-02,2015033,1,5,0,"49,927,358", 26.19%
2015-02-01,2015032,7,1,1,"49,289,068", 23.92%
2015-01-31,2015031,1,1,7,"51,632,326", 51.35%
2015-01-30,2015030,2,7,8,"51,807,306", 45.44%
2015-01-29,2015029,3,6,7,"50,577,200", 66.23%
2015-01-28,2015028,2,8,3,"50,215,716", 58.59%
2015-01-27,2015027,4,5,2,"50,801,582", 28.98%
2015-01-26,2015026,0,6,8,"51,361,490", 59.16%
2015-01-25,2015025,2,1,8,"48,658,172", 138.88%
2015-01-24,2015024,8,7,5,"50,564,816", 71.79%
2015-01-23,2015023,3,2,5,"51,394,134", 61.17%
2015-01-22,2015022,9,8,2,"50,511,014", 31.63%
2015-01-21,2015021,7,0,0,"52,350,800", 22.88%
2015-01-20,2015020,7,3,1,"49,719,960", 53.54%
2015-01-19,2015019,9,0,9,"50,571,314", 53.37%
2015-01-18,2015018,9,0,2,"49,691,590", 34.77%
2015-01-17,2015017,0,2,7,"47,219,010", 20.37%
2015-01-16,2015016,6,5,6,"52,049,830", 27.68%
2015-01-15,2015015,2,0,7,"51,270,418", 41.72%
2015-01-14,2015014,4,0,2,"50,221,528", 39.39%
2015-01-13,2015013,7,6,4,"54,263,750", 48.82%
2015-01-12,2015012,0,4,7,"49,689,566", 29.33%
2015-01-11,2015011,6,6,0,"51,453,928", 40.84%
2015-01-10,2015010,5,9,9,"49,660,662", 21.86%
2015-01-09,2015009,7,3,0,"50,660,374", 33.84%
2015-01-08,2015008,9,1,9,"47,797,862", 43.36%
2015-01-07,2015007,0,5,5,"51,106,722", 40.35%
2015-01-06,2015006,0,5,3,"49,375,864", 32.86%
2015-01-05,2015005,0,3,1,"52,263,196", 26.66%
2015-01-04,2015004,9,3,7,"50,201,356", 34.12%
2015-01-03,2015003,0,2,9,"50,112,068", 33.23%
2015-01-02,2015002,0,4,7,"48,854,690", 27.11%
2015-01-01,2015001,2,4,5,"46,560,598", 60.79%
2014-12-31,2014357,6,1,0,"51,476,826", 25.60%
2014-12-30,2014356,3,7,1,"51,968,758", 20.03%
2014-12-29,2014355,7,7,3,"51,823,826", 27.73%
2014-12-28,2014354,7,1,3,"52,294,538", 28.81%
2014-12-27,2014353,5,1,5,"49,585,110", 57.16%
2014-12-26,2014352,7,2,7,"51,537,854", 54.69%
2014-12-25,2014351,5,0,5,"49,872,876", 41.87%
2014-12-24,2014350,2,2,3,"50,149,968", 26.40%
2014-12-23,2014349,7,7,1,"50,366,000", 37.42%
2014-12-22,2014348,5,2,2,"49,233,062", 29.70%
2014-12-21,2014347,9,9,8,"51,576,586", 41.43%
2014-12-20,2014346,3,5,1,"49,200,212", 40.11%
2014-12-19,2014345,6,9,5,"52,372,578", 61.71%
2014-12-18,2014344,2,0,9,"52,265,832", 46.19%
2014-12-17,2014343,6,1,4,"49,198,572", 43.18%
2014-12-16,2014342,7,9,7,"50,064,500", 19.97%
2014-12-15,2014341,7,7,3,"52,751,644", 23.31%
2014-12-14,2014340,3,7,0,"51,593,314", 72.08%
2014-12-13,2014339,6,4,9,"49,832,954", 54.81%
2014-12-12,2014338,9,1,7,"51,039,530", 58.53%
2014-12-11,2014337,6,6,8,"52,071,446", 63.24%
2014-12-10,2014336,5,1,3,"52,184,810", 71.41%
2014-12-09,2014335,4,0,7,"51,029,194", 46.45%
2014-12-08,2014334,1,4,2,"49,904,372", 40.96%
2014-12-07,2014333,4,3,7,"49,273,318", 120.07%
2014-12-06,2014332,3,3,0,"50,503,352", 29.06%
2014-12-05,2014331,2,8,7,"52,116,258", 51.17%
2014-12-04,2014330,6,1,4,"50,831,540", 45.10%
2014-12-03,2014329,7,8,5,"49,097,952", 51.47%
2014-12-02,2014328,3,6,2,"47,610,308", 71.24%
2014-12-01,2014327,0,8,8,"46,536,152", 26.34%
2014-11-30,2014326,9,7,8,"46,927,734", 36.45%
2014-11-29,2014325,2,8,8,"47,373,766", 37.60%
2014-11-28,2014324,9,3,5,"50,871,560", 28.35%
2014-11-27,2014323,9,4,5,"50,277,544", 56.77%
2014-11-26,2014322,6,6,7,"51,296,524", 53.94%
2014-11-25,2014321,9,7,4,"51,964,228", 41.22%
2014-11-24,2014320,1,8,2,"48,442,142", 36.69%
2014-11-23,2014319,7,7,4,"51,608,554", 55.68%
2014-11-22,2014318,3,8,2,"49,859,304", 37.42%
2014-11-21,2014317,0,4,1,"51,209,372", 27.33%
2014-11-20,2014316,6,7,8,"50,503,130", 72.99%
2014-11-19,2014315,3,1,2,"51,638,900", 18.99%
2014-11-18,2014314,7,1,3,"50,601,494", 64.51%
2014-11-17,2014313,1,9,2,"50,907,618", 35.09%
2014-11-16,2014312,3,0,8,"48,685,512", 80.43%
2014-11-15,2014311,2,9,6,"47,095,892", 63.60%
2014-11-14,2014310,9,6,3,"49,232,686", 64.34%
2014-11-13,2014309,4,6,1,"47,729,156", 34.04%
2014-11-12,2014308,4,2,9,"47,330,392", 23.39%
2014-11-11,2014307,6,4,2,"47,280,830", 54.35%
2014-11-10,2014306,3,9,1,"44,911,832", 36.72%
2014-11-09,2014305,4,7,4,"44,309,884", 50.27%
2014-11-08,2014304,0,4,1,"43,280,118", 31.28%
2014-11-07,2014303,9,4,9,"46,151,680", 41.85%
2014-11-06,2014302,6,0,5,"45,979,002", 16.09%
2014-11-05,2014301,2,1,3,"47,265,612", 50.19%
2014-11-04,2014300,6,0,5,"44,576,724", 89.06%
2014-11-03,2014299,5,5,7,"42,493,620", 69.36%
2014-11-02,2014298,0,1,1,"44,777,574", 34.02%
2014-11-01,2014297,1,6,1,"46,002,198", 61.00%
2014-10-31,2014296,9,2,4,"48,334,664", 49.96%
2014-10-30,2014295,8,2,9,"47,458,786", 37.12%
2014-10-29,2014294,8,1,7,"46,289,744", 97.49%
2014-10-28,2014293,0,8,1,"46,601,538", 37.87%
2014-10-27,2014292,8,0,2,"44,872,280", 38.59%
2014-10-26,2014291,0,7,3,"45,784,310", 26.35%
2014-10-25,2014290,0,7,6,"44,809,860", 18.59%
2014-10-24,2014289,4,7,5,"44,534,502", 110.28%
2014-10-23,2014288,1,0,0,"47,748,812", 36.62%
2014-10-22,2014287,7,3,8,"46,866,466", 56.39%
2014-10-21,2014286,6,6,7,"47,388,450", 57.46%
2014-10-20,2014285,1,3,9,"45,988,652", 46.07%
2014-10-19,2014284,6,7,0,"46,042,470", 68.32%
2014-10-18,2014283,1,5,0,"44,953,264", 42.87%
2014-10-17,2014282,6,8,4,"46,206,752", 47.87%
2014-10-16,2014281,3,3,9,"46,252,948", 37.84%
2014-10-15,2014280,5,2,4,"44,347,478", 45.12%
2014-10-14,2014279,0,6,6,"46,340,008", 46.28%
2014-10-13,2014278,2,0,9,"44,251,370", 42.38%
2014-10-12,2014277,6,6,9,"48,751,706", 70.64%
2014-10-11,2014276,4,6,0,"48,959,936", 23.88%
2014-10-10,2014275,8,9,7,"51,509,678", 36.81%
2014-10-09,2014274,3,6,1,"49,932,960", 48.76%
2014-10-08,2014273,3,7,0,"48,877,282", 33.79%
2014-10-07,2014272,4,7,8,"47,195,930", 75.30%
2014-10-06,2014271,3,9,2,"45,126,412", 27.36%
2014-10-05,2014270,2,7,5,"43,266,768", 68.09%
2014-10-04,2014269,9,4,2,"41,550,458", 23.06%
2014-10-03,2014268,6,2,1,"43,140,782", 21.36%
2014-10-02,2014267,1,6,2,"41,500,822", 31.39%
2014-10-01,2014266,5,8,2,"40,930,498", 34.36%
2014-09-30,2014265,5,0,2,"45,535,404", 26.16%
2014-09-29,2014264,3,9,5,"46,658,952", 25.49%
2014-09-28,2014263,3,0,4,"46,078,156", 40.10%
2014-09-27,2014262,9,4,1,"43,281,830", 39.29%
2014-09-26,2014261,9,8,8,"47,231,304", 41.10%
2014-09-25,2014260,5,7,8,"46,539,850", 46.81%
2014-09-24,2014259,5,5,1,"46,834,578", 54.37%
2014-09-23,2014258,7,1,8,"46,456,396", 67.99%
2014-09-22,2014257,1,9,4,"43,949,200", 88.93%
2014-09-21,2014256,7,6,7,"44,640,988", 59.87%
2014-09-20,2014255,3,9,5,"43,970,340", 61.93%
2014-09-19,2014254,0,3,1,"48,781,750", 50.80%
2014-09-18,2014253,2,9,8,"47,893,436", 52.15%
2014-09-17,2014252,9,0,2,"46,419,798", 33.83%
2014-09-16,2014251,4,2,4,"49,944,766", 52.84%
2014-09-15,2014250,1,8,0,"48,402,946", 37.18%
2014-09-14,2014249,2,8,1,"47,010,764", 55.18%
2014-09-13,2014248,7,0,8,"46,299,778", 46.46%
2014-09-12,2014247,7,1,4,"47,158,704", 75.63%
2014-09-11,2014246,6,2,7,"45,522,610", 37.51%
2014-09-10,2014245,6,0,8,"42,603,812", 68.81%
2014-09-09,2014244,1,2,2,"44,126,036", 43.64%
2014-09-08,2014243,8,7,6,"40,613,072", 58.26%
2014-09-07,2014242,1,2,4,"42,506,504", 36.89%
2014-09-06,2014241,1,4,3,"41,877,858", 48.61%
2014-09-05,2014240,4,1,1,"45,279,962", 19.70%
2014-09-04,2014239,5,5,2,"44,945,280", 45.82%
2014-09-03,2014238,4,2,5,"43,525,056", 75.02%
2014-09-02,2014237,2,6,0,"42,623,784", 30.83%
2014-09-01,2014236,4,3,0,"43,187,642", 36.03%
2014-08-31,2014235,3,3,0,"44,146,634", 31.21%
2014-08-30,2014234,5,8,0,"43,088,402", 31.03%
2014-08-29,2014233,2,8,3,"43,826,884", 32.22%
2014-08-28,2014232,1,1,9,"45,050,514", 42.18%
2014-08-27,2014231,8,0,3,"43,453,076", 55.69%
2014-08-26,2014230,6,8,8,"46,149,896", 30.25%
2014-08-25,2014229,6,8,1,"44,291,432", 39.39%
2014-08-24,2014228,8,5,5,"44,301,666", 49.22%
2014-08-23,2014227,7,0,3,"43,745,456", 76.03%
2014-08-22,2014226,6,7,5,"44,175,740", 38.94%
2014-08-21,2014225,9,0,2,"44,575,160", 45.35%
2014-08-20,2014224,6,8,9,"41,884,324", 39.16%
2014-08-19,2014223,4,4,4,"46,561,702", 76.46%
2014-08-18,2014222,6,7,2,"46,146,104", 44.84%
2014-08-17,2014221,3,8,4,"45,726,412", 58.94%
2014-08-16,2014220,6,2,8,"43,160,200", 81.05%
2014-08-15,2014219,8,5,9,"46,556,494", 31.34%
2014-08-14,2014218,2,3,8,"44,301,710", 44.24%
2014-08-13,2014217,3,5,4,"43,106,708", 60.93%
2014-08-12,2014216,9,3,8,"42,759,754", 65.79%
2014-08-11,2014215,1,7,5,"41,209,832", 37.35%
2014-08-10,2014214,7,7,0,"43,985,988", 55.55%
2014-08-09,2014213,4,4,7,"42,839,972", 36.74%
2014-08-08,2014212,5,5,3,"46,524,396", 22.38%
2014-08-07,2014211,6,9,7,"45,690,002", 53.75%
2014-08-06,2014210,5,8,5,"46,341,180", 45.50%
2014-08-05,2014209,1,9,4,"46,482,598", 31.98%
2014-08-04,2014208,2,4,1,"45,781,598", 34.14%
2014-08-03,2014207,2,5,8,"42,924,628", 99.66%
2014-08-02,2014206,6,5,7,"42,093,298", 40.07%
2014-08-01,2014205,2,7,2,"45,813,938", 71.85%
2014-07-31,2014204,2,8,4,"44,549,286", 41.15%
2014-07-30,2014203,6,4,8,"44,413,876", 21.13%
2014-07-29,2014202,6,2,7,"43,610,444", 84.33%
2014-07-28,2014201,3,6,3,"44,461,982", 55.09%
2014-07-27,2014200,5,8,3,"43,183,178", 57.44%
2014-07-26,2014199,6,4,8,"41,952,820", 33.12%
2014-07-25,2014198,9,8,0,"44,423,464", 30.30%
2014-07-24,2014197,8,3,2,"43,369,400", 36.66%
2014-07-23,2014196,8,8,3,"45,134,548", 39.55%
2014-07-22,2014195,8,9,5,"44,745,986", 31.51%
2014-07-21,2014194,6,2,6,"44,376,558", 50.93%
2014-07-20,2014193,5,3,1,"43,363,562", 37.44%
2014-07-19,2014192,2,0,8,"41,752,332", 41.48%
2014-07-18,2014191,4,1,1,"45,445,912", 25.43%
2014-07-17,2014190,5,9,7,"44,479,066", 34.15%
2014-07-16,2014189,8,5,8,"44,515,430", 36.31%
2014-07-15,2014188,9,6,5,"45,117,154", 73.90%
2014-07-14,2014187,8,7,6,"44,587,434", 30.61%
2014-07-13,2014186,2,8,4,"43,623,752", 33.64%
2014-07-12,2014185,6,3,6,"42,975,584", 78.39%
2014-07-11,2014184,3,9,7,"43,488,668", 30.49%
2014-07-10,2014183,9,8,7,"43,217,458", 40.78%
2014-07-09,2014182,8,0,4,"44,259,704", 26.96%
2014-07-08,2014181,8,0,6,"43,293,880", 32.28%
2014-07-07,2014180,1,9,9,"44,551,920", 25.13%
2014-07-06,2014179,1,3,0,"44,105,362", 31.97%
2014-07-05,2014178,0,7,7,"46,570,396", 41.78%
2014-07-04,2014177,2,6,0,"48,446,554", 30.91%
2014-07-03,2014176,6,8,5,"48,322,042", 51.05%
2014-07-02,2014175,3,4,7,"45,407,950", 89.22%
2014-07-01,2014174,6,5,9,"46,087,300", 24.30%
2014-06-30,2014173,3,5,9,"44,895,042", 67.90%
2014-06-29,2014172,8,4,3,"43,377,408", 73.50%
2014-06-28,2014171,6,3,1,"44,662,392", 21.07%
2014-06-27,2014170,6,3,0,"46,378,156", 72.92%
2014-06-26,2014169,2,7,9,"45,575,288", 78.24%
2014-06-25,2014168,4,8,1,"44,971,920", 32.93%
2014-06-24,2014167,9,8,6,"47,203,616", 21.02%
2014-06-23,2014166,3,1,6,"45,020,512", 33.24%
2014-06-22,2014165,4,6,6,"46,544,384", 19.71%
2014-06-21,2014164,3,4,1,"44,511,804", 36.94%
2014-06-20,2014163,6,6,8,"48,977,490", 48.57%
2014-06-19,2014162,5,8,7,"45,823,774", 114.37%
2014-06-18,2014161,9,4,6,"45,738,734", 128.09%
2014-06-17,2014160,0,4,5,"45,138,190", 49.77%
2014-06-16,2014159,3,1,2,"45,389,024", 44.76%
2014-06-15,2014158,4,1,1,"45,164,914", 27.96%
2014-06-14,2014157,5,7,5,"45,386,698", 24.79%
2014-06-13,2014156,4,1,9,"45,466,318", 67.26%
2014-06-12,2014155,6,7,7,"45,961,654", 35.66%
2014-06-11,2014154,1,1,5,"47,524,560", 40.25%
2014-06-10,2014153,3,9,2,"47,671,154", 34.45%
2014-06-09,2014152,8,2,1,"47,445,102", 37.62%
2014-06-08,2014151,3,9,1,"46,068,024", 37.56%
2014-06-07,2014150,1,0,7,"45,049,952", 29.63%
2014-06-06,2014149,2,6,2,"48,631,970", 35.87%
2014-06-05,2014148,1,8,0,"48,640,408", 49.70%
2014-06-04,2014147,5,7,8,"47,258,330", 52.40%
2014-06-03,2014146,3,6,7,"46,520,552", 65.95%
2014-06-02,2014145,6,1,2,"41,548,422", 108.24%
2014-06-01,2014144,0,7,7,"41,924,850", 53.38%
2014-05-31,2014143,2,4,4,"46,291,068", 37.80%
2014-05-30,2014142,5,9,4,"49,086,860", 25.59%
2014-05-29,2014141,9,2,1,"49,726,198", 27.62%
2014-05-28,2014140,9,0,1,"49,820,224", 35.00%
2014-05-27,2014139,7,6,4,"49,713,532", 73.50%
2014-05-26,2014138,5,8,7,"49,241,742", 56.92%
2014-05-25,2014137,1,6,9,"47,032,368", 71.82%
2014-05-24,2014136,8,4,0,"46,933,784", 86.49%
2014-05-23,2014135,4,0,9,"50,582,202", 38.95%
2014-05-22,2014134,0,8,5,"49,750,660", 56.45%
2014-05-21,2014133,6,5,0,"49,199,448", 45.33%
2014-05-20,2014132,1,3,9,"48,840,976", 59.55%
2014-05-19,2014131,8,7,0,"48,399,618", 19.31%
2014-05-18,2014130,2,1,1,"49,850,178", 35.34%
2014-05-17,2014129,1,4,5,"47,440,828", 48.09%
2014-05-16,2014128,7,8,0,"49,442,780", 38.58%
2014-05-15,2014127,3,4,1,"48,660,404", 29.16%
2014-05-14,2014126,5,8,8,"49,301,714", 53.16%
2014-05-13,2014125,8,5,2,"49,247,064", 49.57%
2014-05-12,2014124,7,0,1,"48,608,398", 49.73%
2014-05-11,2014123,3,1,5,"46,163,976", 60.81%
2014-05-10,2014122,4,9,9,"47,116,280", 70.38%
2014-05-09,2014121,7,4,3,"50,143,030", 50.41%
2014-05-08,2014120,7,5,8,"48,794,720", 74.54%
2014-05-07,2014119,3,8,3,"50,514,652", 91.69%
2014-05-06,2014118,1,8,2,"50,202,628", 33.36%
2014-05-05,2014117,8,2,9,"48,657,978", 56.07%
2014-05-04,2014116,9,1,0,"47,748,808", 59.50%
2014-05-03,2014115,6,4,5,"45,917,614", 29.60%
2014-05-02,2014114,2,4,3,"44,236,698", 38.03%
2014-05-01,2014113,1,2,4,"43,493,652", 27.19%
2014-04-30,2014112,4,2,9,"46,797,136", 48.53%
2014-04-29,2014111,4,8,7,"46,905,720", 54.84%
2014-04-28,2014110,7,6,8,"47,641,284", 28.85%
2014-04-27,2014109,9,6,5,"47,437,364", 23.43%
2014-04-26,2014108,9,6,0,"46,117,734", 32.38%
2014-04-25,2014107,6,6,9,"52,705,332", 45.71%
2014-04-24,2014106,9,7,0,"52,626,868", 36.34%
2014-04-23,2014105,6,1,3,"50,687,742", 57.16%
2014-04-22,2014104,9,5,7,"52,036,580", 28.34%
2014-04-21,2014103,2,5,0,"51,156,938", 26.77%
2014-04-20,2014102,3,5,2,"49,464,556", 49.57%
2014-04-19,2014101,8,9,2,"48,092,362", 39.30%
2014-04-18,2014100,1,7,0,"51,992,918", 45.44%
2014-04-17,2014099,2,8,6,"52,089,690", 42.98%
2014-04-16,2014098,5,4,8,"50,797,208", 49.29%
2014-04-15,2014097,3,8,9,"50,638,680", 54.50%
2014-04-14,2014096,7,3,8,"49,041,302", 113.28%
2014-04-13,2014095,5,5,3,"47,496,852", 29.37%
2014-04-12,2014094,2,8,5,"45,307,376", 63.17%
2014-04-11,2014093,9,9,8,"50,319,158", 38.89%
2014-04-10,2014092,3,0,3,"50,779,188", 37.24%
2014-04-09,2014091,4,9,5,"50,624,402", 54.57%
2014-04-08,2014090,4,8,2,"50,547,640", 40.21%
2014-04-07,2014089,5,0,6,"47,541,322", 19.36%
2014-04-06,2014088,4,0,4,"47,391,112", 47.42%
2014-04-05,2014087,0,3,0,"47,604,872", 17.59%
2014-04-04,2014086,0,5,6,"53,047,898", 31.76%
2014-04-03,2014085,6,2,3,"50,405,126", 95.73%
2014-04-02,2014084,5,5,8,"52,224,426", 39.48%
2014-04-01,2014083,5,2,1,"51,209,914", 91.07%
2014-03-31,2014082,9,3,4,"50,829,152", 66.63%
2014-03-30,2014081,5,4,4,"50,231,424", 45.32%
2014-03-29,2014080,6,7,0,"51,103,120", 24.63%
2014-03-28,2014079,2,0,6,"53,650,332", 35.82%
2014-03-27,2014078,6,3,0,"52,905,938", 45.77%
2014-03-26,2014077,7,1,2,"50,927,424", 48.98%
2014-03-25,2014076,5,5,9,"52,329,694", 38.58%
2014-03-24,2014075,1,4,6,"53,386,148", 54.13%
2014-03-23,2014074,9,2,1,"50,550,040", 84.81%
2014-03-22,2014073,0,3,6,"49,384,562", 28.67%
2014-03-21,2014072,6,6,2,"51,848,328", 45.46%
2014-03-20,2014071,5,3,7,"50,027,580", 89.79%
2014-03-19,2014070,9,1,1,"53,003,314", 53.93%
2014-03-18,2014069,6,5,2,"53,706,146", 35.15%
